name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-1773 b,2222.0,13.085,Neptune-like,2021,12.1,Earth,0.313,Jupiter,0.2489,0.11170431,0.0,Transit
Kepler-1776 b,2252.0,13.68,Neptune-like,2021,7.33,Earth,0.233,Jupiter,0.2124,0.09582478,0.0,Transit
Kepler-1777 b,2020.0,14.112,Neptune-like,2021,5.19,Earth,2.132,Earth,0.1031,0.03340178,0.0,Transit
Kepler-1778 b,4163.0,15.273,Neptune-like,2021,9.36,Earth,0.269,Jupiter,0.0956,0.027652293,0.0,Transit
Kepler-1779 b,2964.0,15.132,Neptune-like,2021,9.44,Earth,0.271,Jupiter,0.1264,0.044626966,0.0,Transit
Kepler-177 b,4682.0,15.171,Neptune-like,2013,5.84,Earth,0.312,Jupiter,0.2184,0.1010267,0.0,Transit
Kepler-1781 b,3140.0,15.713,Neptune-like,2021,6.26,Earth,0.212,Jupiter,0.0574,0.013415469,0.0,Transit
Kepler-1782 b,997.0,13.875,Neptune-like,2021,5.6,Earth,2.229,Earth,0.0582,0.015879534,0.0,Transit
Kepler-1783 b,861.0,13.309,Super Earth,2021,2.3,Earth,1.319,Earth,0.077,0.022724163,0.0,Transit
Kepler-1784 b,2880.0,15.423,Neptune-like,2021,8.24,Earth,0.25,Jupiter,0.1072,0.037234772,0.0,Transit
Kepler-1785 b,2433.0,14.245,Neptune-like,2021,7.77,Earth,0.241,Jupiter,0.1379,0.053661875,0.0,Transit
Kepler-1787 b,2540.0,14.564,Neptune-like,2021,5.99,Earth,0.207,Jupiter,0.227,0.10759754,0.0,Transit
Kepler-1788 b,1828.0,15.484,Neptune-like,2021,6.25,Earth,0.212,Jupiter,0.0343,0.007665982,0.0,Transit
Kepler-178 b,2336.0,14.876,Neptune-like,2014,8.75,Earth,0.259,Jupiter,0.085,0.026283368,0.0,Transit
Kepler-178 c,2336.0,14.876,Neptune-like,2014,8.65,Earth,0.257,Jupiter,0.142,0.05639973,0.0,Transit
Kepler-1790 b,3491.0,14.179,Neptune-like,2021,10.0,Earth,0.281,Jupiter,0.197,0.08651608,0.0,Transit
Kepler-1791 b,1964.0,13.529,Neptune-like,2021,9.91,Earth,0.278,Jupiter,0.0761,0.021081451,0.0,Transit
Kepler-1792 b,1961.0,15.566,Neptune-like,2021,6.89,Earth,0.225,Jupiter,0.0488,0.011498973,0.0,Transit
Kepler-1793 b,3881.0,15.949,Neptune-like,2021,13.8,Earth,0.338,Jupiter,0.0787,0.024093088,0.0,Transit
Kepler-1794 b,1831.0,15.497,Super Earth,2021,3.87,Earth,1.794,Earth,0.0821,0.026830938,0.0,Transit
Kepler-1796 b,2694.0,14.493,Neptune-like,2021,8.0,Earth,0.245,Jupiter,0.1879,0.080766596,0.0,Transit
Kepler-1797 b,4366.0,15.421,Neptune-like,2021,9.58,Earth,0.273,Jupiter,0.1637,0.06406571,0.0,Transit
Kepler-1798 b,1289.0,16.391,Neptune-like,2021,5.94,Earth,0.206,Jupiter,0.1082,0.046269678,0.0,Transit
Kepler-179 b,1976.0,14.772,Super Earth,2014,3.33,Earth,1.64,Earth,0.036,0.0073921974,0.0,Transit
Kepler-179 c,1976.0,14.772,Super Earth,2014,4.66,Earth,2.0,Earth,0.064,0.017522246,0.0,Transit
Kepler-1800 b,1143.0,13.194,Terrestrial,2021,0.961,Earth,0.997,Earth,0.0592,0.012594113,0.0,Transit
Kepler-1801 b,2738.0,15.28,Neptune-like,2021,7.8,Earth,0.242,Jupiter,0.0915,0.028473647,0.0,Transit
Kepler-1802 b,2077.0,15.905,Super Earth,2021,3.43,Earth,1.671,Earth,0.0662,0.042436685,0.0,Transit
Kepler-1802 c,2077.0,15.905,Neptune-like,2021,6.0,Earth,0.207,Jupiter,0.1748,0.09062286,0.0,Transit
Kepler-1804 b,1417.0,14.679,Super Earth,2021,3.18,Earth,1.596,Earth,0.1017,0.033675566,0.0,Transit
Kepler-1805 b,723.0,15.536,Super Earth,2021,3.0,Earth,1.545,Earth,0.0699,0.024093088,0.0,Transit
Kepler-1806 b,3190.0,16.173,Neptune-like,2021,6.15,Earth,0.21,Jupiter,0.0813,0.024640657,0.0,Transit
Kepler-1807 b,4238.0,14.127,Neptune-like,2021,7.77,Earth,0.241,Jupiter,0.0988,0.029842572,0.0,Transit
Kepler-1808 b,3334.0,15.424,Neptune-like,2021,9.4,Earth,0.27,Jupiter,0.1467,0.06379192,0.0,Transit
Kepler-1809 b,1336.0,14.271,Super Earth,2021,2.9,Earth,1.513,Earth,0.0435,0.010403832,0.0,Transit
Kepler-180 b,2269.0,14.488,Super Earth,2014,2.86,Earth,1.5,Earth,0.109,0.03778234,0.0,Transit
Kepler-1812 b,4597.0,15.631,Neptune-like,2021,6.01,Earth,0.207,Jupiter,0.0765,0.019712524,0.0,Transit
Kepler-1814 b,2369.0,15.814,Neptune-like,2021,6.21,Earth,0.211,Jupiter,0.0371,0.007939767,0.0,Transit
Kepler-1815 b,3284.0,15.621,Neptune-like,2021,7.99,Earth,0.245,Jupiter,0.0984,0.03340178,0.0,Transit
Kepler-1818 b,3375.0,14.514,Super Earth,2021,3.58,Earth,1.714,Earth,0.055,0.012594113,0.0,Transit
Kepler-1819 b,4447.0,15.489,Neptune-like,2021,14.5,Earth,0.348,Jupiter,0.1337,0.04517454,0.0,Transit
Kepler-181 b,1987.0,14.854,Super Earth,2014,2.15,Earth,1.27,Earth,0.04,0.008487337,0.0,Transit
Kepler-181 c,1987.0,14.854,Super Earth,2014,4.62,Earth,1.99,Earth,0.049,0.011772759,0.0,Transit
Kepler-1820 b,4650.0,15.759,Neptune-like,2021,9.9,Earth,0.278,Jupiter,0.1964,0.08487337,0.0,Transit
Kepler-1821 b,2609.0,14.795,Neptune-like,2021,7.24,Earth,0.231,Jupiter,0.1244,0.04517454,0.0,Transit
Kepler-1822 b,2928.0,15.804,Neptune-like,2021,7.5,Earth,0.236,Jupiter,0.1416,0.060506504,0.0,Transit
Kepler-1823 b,2365.0,13.477,Super Earth,2021,5.0,Earth,2.086,Earth,0.1528,0.057768654,0.0,Transit
Kepler-1825 b,1403.0,14.605,Super Earth,2021,2.61,Earth,1.422,Earth,0.0187,0.0027378509,0.0,Transit
Kepler-1826 b,1099.0,16.83,Super Earth,2021,2.78,Earth,1.475,Earth,0.0213,0.0043805614,0.0,Transit
Kepler-1827 b,2239.0,13.228,Super Earth,2021,4.1,Earth,1.856,Earth,0.0455,0.010130048,0.0,Transit
Kepler-1828 b,2844.0,14.985,Neptune-like,2021,5.13,Earth,2.116,Earth,0.0924,0.028199865,0.0,Transit
Kepler-1829 b,2218.0,15.218,Neptune-like,2021,6.71,Earth,0.221,Jupiter,0.0559,0.014236824,0.0,Transit
Kepler-182 b,5053.0,14.942,Neptune-like,2014,7.18,Earth,0.23,Jupiter,0.096,0.026830938,0.0,Transit
Kepler-182 c,5053.0,14.942,Neptune-like,2014,11.6,Earth,0.306,Jupiter,0.157,0.056673512,0.0,Transit
Kepler-1831 b,3436.0,15.158,Super Earth,2021,4.54,Earth,1.97,Earth,0.0655,0.015879534,0.0,Transit
Kepler-1832 b,1586.0,14.577,Super Earth,2021,2.02,Earth,1.227,Earth,0.037,0.008487337,0.0,Transit
Kepler-1833 b,1930.0,12.645,Super Earth,2021,2.24,Earth,1.3,Earth,0.0771,0.01889117,0.0,Transit
Kepler-1834 b,1632.0,15.18,Super Earth,2021,2.73,Earth,1.459,Earth,0.0496,0.012594113,0.0,Transit
Kepler-1835 b,4581.0,15.615,Neptune-like,2021,12.2,Earth,0.315,Jupiter,0.0997,0.03285421,0.0,Transit
Kepler-1836 b,4804.0,15.558,Neptune-like,2021,7.05,Earth,0.228,Jupiter,0.0602,0.01451061,0.0,Transit
Kepler-1837 b,4010.0,15.48,Super Earth,2021,4.92,Earth,2.067,Earth,0.065,0.01615332,0.0,Transit
Kepler-1838 b,1472.0,11.443,Super Earth,2021,3.4,Earth,1.66,Earth,0.1096,0.033127997,0.0,Transit
